epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,2882.56,0.0383,0.04843,0.1312,0.78814,0.98167,0.99288,0.99288,0.96835,0.98167,0.99288,0.99288,0.9559,0.05063,0.07274,0.18047,0.82319,0.000681143,0.000681143,0.000681143
126,2905.51,0.03808,0.04858,0.13342,0.7889,0.97996,0.98823,0.99311,0.96707,0.97996,0.98823,0.99311,0.95913,0.05126,0.07042,0.18459,0.82781,0.000678571,0.000678571,0.000678571
127,2928.5,0.03754,0.04816,0.12952,0.7893,0.98218,0.98845,0.99342,0.96941,0.98218,0.98845,0.99342,0.95701,0.04966,0.07131,0.1758,0.82398,0.000676,0.000676,0.000676
128,2951.46,0.03727,0.04832,0.1296,0.78755,0.9827,0.98765,0.99263,0.96804,0.9827,0.98765,0.99263,0.95657,0.05105,0.07258,0.17743,0.82856,0.000673429,0.000673429,0.000673429
129,2974.45,0.03688,0.04773,0.12602,0.78766,0.98127,0.99074,0.99334,0.96653,0.98127,0.99074,0.99334,0.95877,0.05244,0.07064,0.17255,0.82782,0.000670857,0.000670857,0.000670857
130,2997.41,0.03721,0.04784,0.12807,0.78424,0.97646,0.99354,0.99354,0.967,0.97646,0.99354,0.99354,0.95856,0.05125,0.06979,0.17102,0.82255,0.000668286,0.000668286,0.000668286
131,3020.41,0.03775,0.04889,0.13024,0.78834,0.97722,0.9961,0.9927,0.96841,0.97722,0.9961,0.9927,0.95844,0.05112,0.06969,0.17714,0.81624,0.000665714,0.000665714,0.000665714
132,3043.34,0.03797,0.04878,0.13053,0.78862,0.98526,0.9845,0.99312,0.9684,0.98526,0.9845,0.99312,0.95582,0.0512,0.07214,0.18192,0.81739,0.000663143,0.000663143,0.000663143
133,3066.29,0.03757,0.04848,0.12824,0.78673,0.97794,0.99305,0.99312,0.96739,0.97794,0.99305,0.99312,0.95701,0.05246,0.072,0.17917,0.82383,0.000660571,0.000660571,0.000660571
134,3089.26,0.03746,0.04762,0.12998,0.78702,0.98084,0.99186,0.99241,0.96879,0.98084,0.99186,0.99241,0.95607,0.05159,0.07176,0.17601,0.82323,0.000658,0.000658,0.000658
135,3112.22,0.03703,0.04803,0.12967,0.7892,0.97847,0.99193,0.99269,0.96832,0.97847,0.99193,0.99269,0.95704,0.052,0.07182,0.17529,0.83259,0.000655429,0.000655429,0.000655429
136,3135.18,0.03689,0.04712,0.12672,0.78821,0.98264,0.98936,0.99085,0.9662,0.98264,0.98936,0.99085,0.95405,0.05101,0.07192,0.18303,0.83095,0.000652857,0.000652857,0.000652857
137,3158.15,0.03698,0.04801,0.12772,0.78414,0.97989,0.98757,0.99028,0.96591,0.97989,0.98757,0.99028,0.95311,0.04994,0.07261,0.19292,0.82476,0.000650286,0.000650286,0.000650286
138,3181.02,0.03727,0.04845,0.1274,0.78804,0.9843,0.98922,0.99297,0.96928,0.9843,0.98922,0.99297,0.95877,0.05127,0.06989,0.16904,0.8226,0.000647714,0.000647714,0.000647714
139,3204.11,0.03673,0.04735,0.12742,0.78578,0.98081,0.99135,0.9933,0.96944,0.98081,0.99135,0.9933,0.95744,0.04983,0.06927,0.16656,0.81697,0.000645143,0.000645143,0.000645143
140,3227.07,0.03639,0.04632,0.12597,0.7839,0.9785,0.99289,0.9931,0.97025,0.9785,0.99289,0.9931,0.95884,0.04935,0.07065,0.17084,0.81393,0.000642571,0.000642571,0.000642571
141,3250.18,0.03635,0.04729,0.12445,0.78342,0.98093,0.98918,0.99195,0.96769,0.98093,0.98918,0.99195,0.95576,0.05039,0.07025,0.17977,0.81625,0.00064,0.00064,0.00064
142,3273.04,0.03642,0.04715,0.12523,0.78646,0.98343,0.98641,0.99244,0.96779,0.98343,0.98641,0.99244,0.954,0.05014,0.07183,0.17946,0.81639,0.000637429,0.000637429,0.000637429
143,3295.89,0.03656,0.04721,0.12714,0.78479,0.98264,0.98547,0.99247,0.96739,0.98264,0.98547,0.99246,0.95568,0.05066,0.06991,0.18978,0.81434,0.000634857,0.000634857,0.000634857
144,3318.84,0.03695,0.04832,0.12783,0.78614,0.98142,0.99108,0.99217,0.96802,0.98142,0.99108,0.99217,0.95457,0.0501,0.07102,0.18039,0.81339,0.000632286,0.000632286,0.000632286
145,3341.8,0.03783,0.04756,0.13076,0.78634,0.98508,0.98243,0.99179,0.96647,0.98508,0.98243,0.99179,0.95545,0.05293,0.07357,0.19216,0.81187,0.000629714,0.000629714,0.000629714
146,3364.74,0.03829,0.04768,0.13209,0.78578,0.98187,0.98518,0.99304,0.96771,0.98187,0.98518,0.99304,0.95587,0.05102,0.07145,0.18084,0.80991,0.000627143,0.000627143,0.000627143
147,3387.73,0.03762,0.04726,0.13198,0.78401,0.98476,0.98448,0.99191,0.9666,0.98476,0.98448,0.99191,0.95316,0.05143,0.07069,0.1883,0.81461,0.000624571,0.000624571,0.000624571
148,3410.64,0.037,0.04673,0.13082,0.786,0.98143,0.98587,0.99153,0.96643,0.98143,0.98587,0.99153,0.95498,0.05081,0.07019,0.19107,0.81363,0.000622,0.000622,0.000622
149,3433.61,0.03653,0.04725,0.1298,0.78399,0.9814,0.98731,0.9935,0.96815,0.9814,0.98731,0.9935,0.95844,0.05018,0.06991,0.18303,0.80895,0.000619429,0.000619429,0.000619429
150,3456.53,0.03702,0.04792,0.13164,0.78635,0.98309,0.98691,0.99295,0.96905,0.98309,0.98691,0.99295,0.95803,0.05002,0.06958,0.17511,0.80732,0.000616857,0.000616857,0.000616857
151,3479.46,0.03567,0.04652,0.12491,0.78212,0.98164,0.98612,0.99121,0.96553,0.98164,0.98612,0.99121,0.95601,0.05102,0.07287,0.17841,0.81709,0.000614286,0.000614286,0.000614286
152,3502.32,0.03579,0.04593,0.12354,0.78372,0.97894,0.98857,0.99203,0.96674,0.97894,0.98857,0.99203,0.95613,0.05027,0.07139,0.18469,0.81718,0.000611714,0.000611714,0.000611714
153,3525.24,0.03616,0.04722,0.1246,0.78408,0.98011,0.98642,0.99266,0.97,0.98011,0.98642,0.99266,0.95711,0.04917,0.07138,0.1751,0.81862,0.000609143,0.000609143,0.000609143
154,3548.14,0.03642,0.04773,0.12534,0.78796,0.98432,0.98483,0.99227,0.96767,0.98432,0.98483,0.99227,0.95649,0.05059,0.07189,0.18414,0.82635,0.000606571,0.000606571,0.000606571
155,3571.1,0.03548,0.04711,0.12107,0.78244,0.98019,0.98767,0.99268,0.96875,0.98019,0.98767,0.99268,0.95623,0.04926,0.07199,0.17631,0.82056,0.000604,0.000604,0.000604
156,3594,0.03501,0.04682,0.12159,0.78316,0.97712,0.99367,0.99214,0.9679,0.97712,0.99367,0.99214,0.95639,0.05012,0.07153,0.17335,0.82152,0.000601429,0.000601429,0.000601429
157,3617.01,0.03598,0.04695,0.1244,0.78743,0.97912,0.99221,0.99273,0.97006,0.97912,0.99221,0.99273,0.95798,0.04889,0.07048,0.16795,0.81812,0.000598857,0.000598857,0.000598857
158,3639.95,0.03608,0.04699,0.12296,0.78398,0.98073,0.99067,0.99244,0.96885,0.98073,0.99067,0.99244,0.95882,0.05021,0.07222,0.17353,0.82215,0.000596286,0.000596286,0.000596286
159,3662.92,0.03615,0.04693,0.12394,0.78292,0.97999,0.9923,0.99264,0.96896,0.97999,0.9923,0.99264,0.95838,0.05004,0.0709,0.17456,0.81686,0.000593714,0.000593714,0.000593714
160,3685.86,0.03607,0.04675,0.12622,0.78603,0.97871,0.99215,0.99269,0.96684,0.97871,0.99215,0.99269,0.95847,0.05177,0.07069,0.17817,0.81511,0.000591143,0.000591143,0.000591143
161,3708.85,0.03565,0.04664,0.12356,0.78434,0.98176,0.98741,0.99286,0.96679,0.98176,0.98741,0.99286,0.9556,0.05026,0.0724,0.17348,0.8182,0.000588571,0.000588571,0.000588571
162,3731.82,0.03573,0.04653,0.12271,0.78577,0.98193,0.99224,0.99162,0.96728,0.98193,0.99224,0.99162,0.95628,0.05028,0.07171,0.172,0.81963,0.000586,0.000586,0.000586
163,3754.8,0.0348,0.04564,0.12043,0.78388,0.97913,0.99316,0.99232,0.96832,0.97913,0.99316,0.99228,0.95764,0.04913,0.07005,0.16817,0.81876,0.000583429,0.000583429,0.000583429
164,3777.77,0.03556,0.04608,0.12172,0.7849,0.98478,0.99198,0.99161,0.96846,0.98478,0.99198,0.99161,0.95671,0.04951,0.07071,0.16294,0.8168,0.000580857,0.000580857,0.000580857
165,3800.73,0.03541,0.04639,0.12178,0.78479,0.98537,0.98494,0.99284,0.9683,0.98537,0.98494,0.99284,0.95567,0.04826,0.07116,0.17222,0.81341,0.000578286,0.000578286,0.000578286
166,3823.68,0.0355,0.04633,0.12141,0.78609,0.98671,0.98961,0.99325,0.96777,0.98671,0.98961,0.99322,0.95724,0.04976,0.07009,0.17832,0.81077,0.000575714,0.000575714,0.000575714
167,3846.64,0.03607,0.04624,0.12549,0.78618,0.98376,0.99193,0.99313,0.96802,0.98376,0.99193,0.99313,0.95818,0.05029,0.07303,0.17708,0.81056,0.000573143,0.000573143,0.000573143
168,3869.51,0.03585,0.04673,0.12444,0.7856,0.98399,0.98627,0.99298,0.9675,0.98399,0.98627,0.99298,0.95678,0.05074,0.07418,0.18783,0.81495,0.000570571,0.000570571,0.000570571
169,3892.49,0.03516,0.04578,0.12199,0.78296,0.98415,0.98264,0.99305,0.96684,0.98415,0.98264,0.99305,0.95632,0.05038,0.07403,0.1825,0.8208,0.000568,0.000568,0.000568
170,3915.4,0.03548,0.04612,0.12118,0.78577,0.98066,0.98972,0.99302,0.96892,0.98066,0.98972,0.99302,0.95871,0.04983,0.07379,0.17962,0.82077,0.000565429,0.000565429,0.000565429
171,3938.31,0.03546,0.0463,0.12354,0.78505,0.98103,0.98935,0.99334,0.96705,0.98103,0.98935,0.99334,0.95743,0.05062,0.07375,0.17811,0.82588,0.000562857,0.000562857,0.000562857
172,3961.21,0.03535,0.04575,0.12192,0.78551,0.97905,0.99326,0.99338,0.96944,0.97905,0.99326,0.99338,0.95917,0.04914,0.07296,0.17433,0.82321,0.000560286,0.000560286,0.000560286
173,3984.18,0.03519,0.04557,0.12265,0.78285,0.98239,0.98905,0.99289,0.96621,0.98239,0.98905,0.99289,0.95573,0.05118,0.07432,0.18437,0.8304,0.000557714,0.000557714,0.000557714
174,4007.12,0.03464,0.04542,0.12083,0.78299,0.98466,0.98517,0.9929,0.96829,0.98466,0.98517,0.9929,0.95668,0.0494,0.07397,0.17658,0.82553,0.000555143,0.000555143,0.000555143
175,4030.08,0.03454,0.0456,0.11948,0.78539,0.98249,0.98831,0.99263,0.96823,0.98249,0.98831,0.99263,0.9578,0.05061,0.07301,0.17134,0.82642,0.000552571,0.000552571,0.000552571
176,4053.04,0.03455,0.04558,0.11942,0.78539,0.97866,0.99245,0.99222,0.96758,0.97866,0.99245,0.99222,0.95852,0.05217,0.0741,0.17489,0.82735,0.00055,0.00055,0.00055
177,4076,0.03477,0.0461,0.12013,0.78632,0.98161,0.98884,0.99264,0.96803,0.98161,0.98884,0.99261,0.9581,0.05012,0.07444,0.17066,0.82487,0.000547429,0.000547429,0.000547429
178,4098.95,0.03494,0.04568,0.12329,0.78626,0.98007,0.98983,0.99261,0.96787,0.98007,0.98983,0.99253,0.95738,0.05033,0.07548,0.16948,0.8232,0.000544857,0.000544857,0.000544857
179,4121.94,0.03596,0.04629,0.12477,0.78567,0.97452,0.99432,0.99225,0.96633,0.97452,0.99432,0.99225,0.9573,0.05111,0.0754,0.18087,0.82471,0.000542286,0.000542286,0.000542286
180,4144.85,0.03543,0.04615,0.12212,0.78323,0.98014,0.99099,0.99254,0.96838,0.98014,0.99099,0.99254,0.95556,0.04989,0.07489,0.17971,0.82473,0.000539714,0.000539714,0.000539714
181,4167.76,0.03408,0.04496,0.11813,0.78274,0.98092,0.99023,0.99315,0.96909,0.98092,0.99023,0.99315,0.95799,0.04926,0.07461,0.17481,0.82413,0.000537143,0.000537143,0.000537143
182,4190.67,0.03415,0.0449,0.11848,0.7834,0.97985,0.99041,0.99299,0.96661,0.97985,0.99041,0.99299,0.95786,0.05063,0.07355,0.18034,0.8249,0.000534571,0.000534571,0.000534571
183,4213.62,0.0348,0.04599,0.11933,0.78242,0.98511,0.98788,0.99326,0.96878,0.98511,0.98788,0.99326,0.95673,0.04985,0.07303,0.17387,0.82011,0.000532,0.000532,0.000532
184,4236.47,0.03462,0.04545,0.11973,0.78123,0.98112,0.98703,0.99278,0.96906,0.98112,0.98703,0.99278,0.95759,0.05029,0.07353,0.17815,0.81901,0.000529429,0.000529429,0.000529429
185,4259.42,0.03487,0.04556,0.12178,0.78205,0.98119,0.98879,0.99309,0.96795,0.98119,0.98879,0.99309,0.95868,0.05051,0.07313,0.18132,0.8171,0.000526857,0.000526857,0.000526857
186,4282.38,0.03421,0.04483,0.11978,0.78393,0.98414,0.98709,0.99284,0.96792,0.98414,0.98709,0.99284,0.9574,0.04983,0.07493,0.17917,0.82059,0.000524286,0.000524286,0.000524286
187,4305.4,0.03448,0.04539,0.11967,0.7807,0.98385,0.98852,0.99302,0.96749,0.98385,0.98852,0.99302,0.95729,0.05085,0.07536,0.18396,0.82119,0.000521714,0.000521714,0.000521714
188,4328.35,0.03424,0.04561,0.11924,0.78379,0.98536,0.98866,0.99261,0.96693,0.98536,0.98866,0.99261,0.9556,0.0509,0.07447,0.18347,0.82063,0.000519143,0.000519143,0.000519143
189,4351.34,0.03435,0.0447,0.12068,0.77817,0.98368,0.98872,0.99288,0.96819,0.98368,0.98872,0.99288,0.95636,0.05054,0.07578,0.17913,0.82196,0.000516571,0.000516571,0.000516571
190,4374.25,0.03451,0.0445,0.11937,0.7832,0.9862,0.9833,0.99276,0.96705,0.9862,0.9833,0.99276,0.95451,0.05023,0.07467,0.18229,0.82492,0.000514,0.000514,0.000514
191,4397.17,0.03468,0.04574,0.12038,0.78514,0.97791,0.9934,0.99314,0.96756,0.97791,0.9934,0.99314,0.95575,0.05127,0.07372,0.17572,0.82606,0.000511429,0.000511429,0.000511429
192,4420.06,0.03439,0.0448,0.11953,0.78244,0.98075,0.99133,0.99283,0.96866,0.98075,0.99133,0.99283,0.95624,0.05005,0.07359,0.17705,0.82234,0.000508857,0.000508857,0.000508857
193,4442.97,0.03454,0.04554,0.11972,0.7831,0.98345,0.99021,0.9932,0.9689,0.98345,0.99021,0.9932,0.95692,0.05038,0.07522,0.17496,0.8279,0.000506286,0.000506286,0.000506286
194,4465.85,0.03411,0.04501,0.11717,0.78246,0.98212,0.98939,0.99356,0.96855,0.98212,0.98939,0.99356,0.95688,0.05119,0.07379,0.18617,0.82961,0.000503714,0.000503714,0.000503714
195,4488.82,0.03424,0.04435,0.12055,0.784,0.981,0.98963,0.99287,0.96767,0.981,0.98963,0.99284,0.95744,0.05109,0.07393,0.18173,0.83159,0.000501143,0.000501143,0.000501143
196,4511.74,0.03407,0.04493,0.11957,0.7852,0.97846,0.99022,0.99276,0.96776,0.97846,0.99022,0.99276,0.95726,0.05068,0.07368,0.18373,0.83228,0.000498571,0.000498571,0.000498571
197,4534.68,0.0341,0.04538,0.1197,0.78449,0.97831,0.99266,0.99288,0.96771,0.97831,0.99266,0.99288,0.95783,0.05024,0.07279,0.17924,0.82921,0.000496,0.000496,0.000496
198,4557.57,0.03351,0.04476,0.11659,0.78259,0.98522,0.9866,0.99238,0.96736,0.98522,0.9866,0.99238,0.95679,0.0506,0.07269,0.1853,0.83289,0.000493429,0.000493429,0.000493429
199,4580.49,0.0337,0.04442,0.1177,0.78482,0.98067,0.99085,0.99277,0.96866,0.98067,0.99085,0.9927,0.95615,0.04919,0.074,0.1827,0.82856,0.000490857,0.000490857,0.000490857
200,4603.38,0.03362,0.0447,0.11608,0.78323,0.98194,0.98876,0.99247,0.96803,0.98194,0.98876,0.99242,0.95656,0.04985,0.07554,0.18753,0.83025,0.000488286,0.000488286,0.000488286
201,4626.33,0.03343,0.04461,0.11419,0.78242,0.98259,0.98893,0.99307,0.96802,0.98259,0.98893,0.99307,0.9568,0.05073,0.07744,0.17959,0.83287,0.000485714,0.000485714,0.000485714
202,4649.22,0.03318,0.04459,0.11319,0.77965,0.97961,0.9914,0.99281,0.96744,0.97961,0.9914,0.99281,0.95608,0.05015,0.0748,0.18034,0.82889,0.000483143,0.000483143,0.000483143
203,4672.17,0.03301,0.04434,0.11445,0.78034,0.98025,0.99196,0.9931,0.9671,0.98025,0.99196,0.9931,0.95597,0.0501,0.07473,0.17659,0.82894,0.000480571,0.000480571,0.000480571
204,4695.02,0.03402,0.0448,0.11762,0.78073,0.98147,0.99191,0.99318,0.97024,0.98147,0.99191,0.99318,0.95714,0.04898,0.07309,0.1748,0.82087,0.000478,0.000478,0.000478
205,4717.96,0.03331,0.04419,0.11612,0.78288,0.98007,0.99172,0.99316,0.96971,0.98007,0.99172,0.99316,0.95549,0.04884,0.07538,0.17334,0.81923,0.000475429,0.000475429,0.000475429
206,4740.87,0.03345,0.04499,0.11666,0.78108,0.98096,0.98793,0.99257,0.96808,0.98096,0.98793,0.99257,0.9558,0.04886,0.07407,0.17196,0.81906,0.000472857,0.000472857,0.000472857
207,4763.87,0.03355,0.04435,0.11562,0.78208,0.98144,0.98643,0.99315,0.96899,0.98144,0.98643,0.99315,0.95514,0.04861,0.07316,0.17484,0.82005,0.000470286,0.000470286,0.000470286
208,4786.81,0.03312,0.04454,0.11354,0.78193,0.98182,0.98653,0.99217,0.96639,0.98182,0.98653,0.99217,0.95651,0.05021,0.07239,0.17902,0.82047,0.000467714,0.000467714,0.000467714
209,4809.79,0.03258,0.04365,0.1117,0.78201,0.9845,0.98859,0.99278,0.96848,0.9845,0.98859,0.99278,0.95756,0.04859,0.07182,0.17411,0.81993,0.000465143,0.000465143,0.000465143
210,4832.68,0.0329,0.04455,0.11365,0.78056,0.98264,0.98908,0.99254,0.96912,0.98264,0.98908,0.99254,0.95728,0.04861,0.07347,0.17537,0.81946,0.000462571,0.000462571,0.000462571
211,4855.59,0.03278,0.0449,0.11324,0.78102,0.98273,0.98935,0.99313,0.97142,0.98273,0.98935,0.99313,0.95867,0.04834,0.07362,0.1706,0.818,0.00046,0.00046,0.00046
212,4878.65,0.03249,0.04371,0.1135,0.77992,0.985,0.98758,0.99312,0.96822,0.985,0.98758,0.99312,0.95843,0.05,0.07333,0.1776,0.82385,0.000457429,0.000457429,0.000457429
213,4901.55,0.03256,0.04476,0.11263,0.7822,0.98237,0.98766,0.99335,0.9685,0.98237,0.98766,0.99335,0.95902,0.04892,0.07276,0.17246,0.82501,0.000454857,0.000454857,0.000454857
214,4924.53,0.03246,0.04363,0.11114,0.7817,0.98086,0.99353,0.99361,0.96883,0.98086,0.99353,0.99361,0.95917,0.04929,0.07297,0.17017,0.82623,0.000452286,0.000452286,0.000452286
215,4947.5,0.03267,0.04411,0.11236,0.78203,0.978,0.99373,0.99365,0.96996,0.978,0.99373,0.99365,0.95908,0.04817,0.07275,0.1679,0.82283,0.000449714,0.000449714,0.000449714
216,4970.47,0.03267,0.04337,0.11279,0.78074,0.98014,0.98924,0.9936,0.96959,0.98014,0.98924,0.99356,0.95793,0.04894,0.07316,0.17454,0.82284,0.000447143,0.000447143,0.000447143
217,4993.47,0.0328,0.04409,0.11477,0.78069,0.97676,0.99257,0.99311,0.96923,0.97676,0.99257,0.99311,0.95865,0.04896,0.0731,0.17496,0.81926,0.000444571,0.000444571,0.000444571
218,5016.45,0.03287,0.04433,0.11383,0.78246,0.98463,0.98685,0.99305,0.96778,0.98463,0.98685,0.99305,0.95634,0.04947,0.07411,0.17353,0.8235,0.000442,0.000442,0.000442
219,5039.43,0.03279,0.04432,0.11319,0.78216,0.97935,0.99429,0.99355,0.96749,0.97935,0.99429,0.99355,0.95779,0.04889,0.07549,0.17068,0.82429,0.000439429,0.000439429,0.000439429
220,5062.38,0.03216,0.04409,0.11112,0.77946,0.98318,0.98938,0.99353,0.96951,0.98318,0.98938,0.99353,0.9598,0.04932,0.07228,0.16799,0.82414,0.000436857,0.000436857,0.000436857
221,5085.36,0.03238,0.04412,0.11072,0.78119,0.98019,0.99182,0.99386,0.96973,0.98019,0.99182,0.99386,0.95941,0.049,0.0722,0.16659,0.82471,0.000434286,0.000434286,0.000434286
222,5108.29,0.03268,0.04476,0.1112,0.78166,0.98084,0.98928,0.99367,0.96962,0.98084,0.98928,0.99367,0.95748,0.04817,0.073,0.16439,0.82539,0.000431714,0.000431714,0.000431714
223,5131.26,0.03256,0.04385,0.10941,0.78077,0.97775,0.98952,0.99298,0.9698,0.97775,0.98952,0.99298,0.95766,0.04774,0.07477,0.17415,0.82495,0.000429143,0.000429143,0.000429143
224,5154.24,0.03222,0.04369,0.10929,0.77811,0.98126,0.98771,0.9928,0.96791,0.98126,0.98771,0.9928,0.95737,0.04973,0.07504,0.18376,0.83362,0.000426571,0.000426571,0.000426571
225,5177.18,0.03214,0.04432,0.11079,0.78112,0.98002,0.98662,0.99306,0.968,0.98002,0.98662,0.99306,0.95633,0.04913,0.07288,0.18267,0.83066,0.000424,0.000424,0.000424
226,5200.13,0.03203,0.04341,0.10972,0.77909,0.98398,0.98197,0.99374,0.97006,0.98398,0.98197,0.99374,0.95854,0.0477,0.07217,0.17416,0.82597,0.000421429,0.000421429,0.000421429
227,5223.1,0.03217,0.04328,0.11031,0.78072,0.98111,0.98795,0.99285,0.969,0.98111,0.98795,0.99285,0.95709,0.04815,0.07263,0.17782,0.82119,0.000418857,0.000418857,0.000418857
228,5246.05,0.03214,0.04351,0.11019,0.78079,0.98155,0.98862,0.99274,0.96753,0.98155,0.98862,0.99274,0.95849,0.04925,0.07215,0.17674,0.82209,0.000416286,0.000416286,0.000416286
229,5269.01,0.03259,0.04398,0.11178,0.78029,0.9802,0.98959,0.99287,0.96796,0.9802,0.98959,0.99287,0.95882,0.04924,0.07397,0.17733,0.81895,0.000413714,0.000413714,0.000413714
230,5291.94,0.0326,0.04345,0.1132,0.78013,0.98148,0.98559,0.9926,0.96709,0.98148,0.98559,0.9926,0.95866,0.04927,0.07354,0.18366,0.81686,0.000411143,0.000411143,0.000411143
231,5314.89,0.03301,0.04366,0.11633,0.78171,0.97845,0.99064,0.99347,0.96914,0.97845,0.99064,0.99347,0.95831,0.04951,0.07365,0.18026,0.81781,0.000408571,0.000408571,0.000408571
232,5337.87,0.03275,0.04377,0.11502,0.77962,0.97939,0.99049,0.99352,0.96788,0.97939,0.99049,0.99352,0.95798,0.05014,0.07256,0.18285,0.81893,0.000406,0.000406,0.000406
233,5360.89,0.03314,0.04383,0.11444,0.78205,0.97874,0.99016,0.99351,0.96921,0.97874,0.99016,0.99351,0.95704,0.04967,0.0726,0.18252,0.81826,0.000403429,0.000403429,0.000403429
234,5383.84,0.03332,0.04405,0.11536,0.77945,0.98275,0.9886,0.99355,0.96938,0.98275,0.9886,0.99355,0.9594,0.04972,0.07237,0.18052,0.81885,0.000400857,0.000400857,0.000400857
235,5406.84,0.03323,0.04392,0.11641,0.78273,0.98254,0.98874,0.99301,0.96856,0.98254,0.98874,0.99301,0.95796,0.04971,0.07157,0.1834,0.81763,0.000398286,0.000398286,0.000398286
236,5429.79,0.0329,0.04394,0.11321,0.7792,0.98331,0.98876,0.99327,0.96841,0.98331,0.98876,0.99327,0.95826,0.05035,0.07284,0.18105,0.81864,0.000395714,0.000395714,0.000395714
237,5452.79,0.03221,0.04371,0.11042,0.78086,0.98518,0.98856,0.99329,0.96907,0.98518,0.98856,0.99329,0.95987,0.04932,0.07137,0.17538,0.81705,0.000393143,0.000393143,0.000393143
238,5475.77,0.03215,0.04346,0.11008,0.78112,0.98564,0.98841,0.99299,0.96907,0.98564,0.98841,0.99299,0.95671,0.04956,0.0719,0.1749,0.82082,0.000390571,0.000390571,0.000390571
239,5498.79,0.03199,0.04371,0.10807,0.7789,0.98449,0.98969,0.99324,0.96999,0.98449,0.98969,0.99324,0.95804,0.04885,0.07197,0.16979,0.82038,0.000388,0.000388,0.000388
240,5521.75,0.03155,0.0431,0.10769,0.78112,0.98404,0.98812,0.9933,0.96918,0.98404,0.98812,0.9933,0.95759,0.04952,0.07272,0.17268,0.81994,0.000385429,0.000385429,0.000385429
241,5544.75,0.03224,0.0438,0.1086,0.78078,0.98284,0.98949,0.99316,0.96948,0.98284,0.98949,0.99316,0.95863,0.04925,0.07334,0.16853,0.8195,0.000382857,0.000382857,0.000382857
242,5567.7,0.03188,0.04348,0.10773,0.7808,0.98289,0.99086,0.99307,0.96931,0.98289,0.99086,0.99307,0.95733,0.04976,0.07354,0.17128,0.8199,0.000380286,0.000380286,0.000380286
243,5590.67,0.03144,0.04375,0.10695,0.77892,0.98148,0.98838,0.99314,0.96913,0.98148,0.98838,0.99314,0.95809,0.04948,0.07316,0.1779,0.81996,0.000377714,0.000377714,0.000377714
244,5613.62,0.0314,0.04268,0.10603,0.7774,0.98033,0.98901,0.99288,0.96972,0.98033,0.98901,0.99288,0.95839,0.04854,0.07293,0.17482,0.8203,0.000375143,0.000375143,0.000375143
245,5636.59,0.03131,0.04363,0.10651,0.77953,0.97974,0.99047,0.99287,0.96991,0.97974,0.99047,0.99287,0.9577,0.04824,0.07373,0.16699,0.8224,0.000372571,0.000372571,0.000372571
246,5659.55,0.03158,0.04375,0.1087,0.77962,0.9823,0.98999,0.99286,0.9705,0.9823,0.98999,0.99286,0.95657,0.04868,0.07334,0.1666,0.82077,0.00037,0.00037,0.00037
247,5682.52,0.03091,0.04286,0.10524,0.77672,0.97931,0.99032,0.99287,0.96999,0.97931,0.99032,0.99287,0.95666,0.04928,0.07436,0.16974,0.82186,0.000367429,0.000367429,0.000367429
248,5705.52,0.03137,0.04263,0.10665,0.77825,0.98198,0.99072,0.99268,0.9695,0.98198,0.99072,0.99268,0.95791,0.048,0.07294,0.16415,0.81791,0.000364857,0.000364857,0.000364857
249,5728.53,0.03138,0.04324,0.10626,0.77994,0.98273,0.99134,0.99319,0.96997,0.98273,0.99134,0.99319,0.95834,0.04801,0.07322,0.15873,0.81968,0.000362286,0.000362286,0.000362286
250,5751.48,0.03089,0.04285,0.10609,0.77914,0.98164,0.99204,0.99312,0.96897,0.98164,0.99204,0.99312,0.95851,0.04848,0.07307,0.16323,0.82077,0.000359714,0.000359714,0.000359714
251,5774.48,0.03154,0.0438,0.10761,0.78004,0.98273,0.98889,0.99341,0.96962,0.98273,0.98889,0.99341,0.95766,0.04859,0.07237,0.16565,0.82074,0.000357143,0.000357143,0.000357143
252,5797.43,0.03201,0.0431,0.10976,0.77828,0.98061,0.99162,0.99338,0.97044,0.98061,0.99162,0.99338,0.95821,0.04918,0.07419,0.16435,0.82381,0.000354571,0.000354571,0.000354571
253,5820.35,0.03253,0.04393,0.11126,0.78056,0.98062,0.99066,0.99361,0.96991,0.98062,0.99066,0.99361,0.95719,0.05026,0.07518,0.168,0.82793,0.000352,0.000352,0.000352
254,5843.23,0.03196,0.04303,0.11078,0.78028,0.98234,0.98736,0.99345,0.96883,0.98234,0.98736,0.99345,0.95721,0.05018,0.0754,0.17306,0.82823,0.000349429,0.000349429,0.000349429
255,5866.13,0.03099,0.04265,0.10713,0.77997,0.98213,0.98793,0.99334,0.96847,0.98213,0.98793,0.99334,0.95696,0.0493,0.07577,0.17667,0.82801,0.000346857,0.000346857,0.000346857
256,5889.05,0.03061,0.04211,0.10485,0.77456,0.97826,0.9915,0.99337,0.96835,0.97826,0.9915,0.99337,0.95811,0.04891,0.07569,0.17647,0.82553,0.000344286,0.000344286,0.000344286
